globaleventid,day,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_adm2code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_adm2code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl,eped_uuid,eped_source_url,eped_sec_classification,eped_source,eped_intake_dt,eped_retention_m,eped_purge_dt,eped_customer,eped_customer_request,eped_customer_request_location
1094968013,20220411,202204,2022,2022.2767,,,,,,,,,,,RUS,RUSSIAN FEDERATION,RUS,,,,,,,,1,61,61,6,2,6.4,8,1,8,0.0,0,,,,,,,,1,Spain,SP,SP,,40.0,-4.0,SP,1,Spain,SP,SP,,40.0,-4.0,SP,2023-04-11 14:00:00,https://www.easternherald.com/2023/04/11/spain-has-increased-its-purchases-of-russian-gas-by-127/,a7a270c3-c181-4095-9658-b651c003d561,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968016,20220411,202204,2022,2022.2767,BUS,BANK,,,,,,BUS,,,USA,UNITED STATES,USA,,,,,,,,0,43,43,4,1,2.8,4,1,4,-0.68027210884354,3,"Franklin County, Pennsylvania, United States",US,USPA,PA055,40.2504,-77.6664,1213670,3,"Franklin County, Pennsylvania, United States",US,USPA,,40.2504,-77.6664,1213670,3,"Franklin County, Pennsylvania, United States",US,USPA,,40.2504,-77.6664,1213670,2023-04-11 14:00:00,https://www.inquirer.com/politics/clout/sheriff-rochelle-bilal-party-public-money-chickies-petes-20230203.html,334f209b-f9b0-415b-a0d2-c409e032b1b0,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968018,20220411,202204,2022,2022.2767,CHN,CHINA,CHN,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,130,130,13,3,-4.4,2,1,2,-11.0105580693816,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,2023-04-11 14:00:00,https://www.ucanews.com/news/cambodia-deports-19-japanese-for-running-online-scams/100950,1b8bc411-242b-41dc-a8ee-2fb09ed6feec,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968019,20220411,202204,2022,2022.2767,DEU,GERMANY,DEU,,,,,,,,,,,,,,,,,,1,20,20,2,1,3.0,2,1,2,-1.00671140939598,4,"Cranbrook, British Columbia, Canada",CA,CA02,12549,49.5167,-115.767,-563126,0,,,,,,,,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,2023-04-11 14:00:00,https://www.cranbrooktownsman.com/news/podcast-infill-homes-a-passivhaus-duplex/,95ee2815-67e5-44c4-8bc6-b4d0406d3370,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968024,20220411,202204,2022,2022.2767,IDN,INDONESIA,IDN,,,,,,,,PAK,PAKISTAN,PAK,,,,,,,,0,130,130,13,3,-4.4,8,1,8,-11.0105580693816,1,Indonesia,ID,ID,,-5.0,120.0,ID,1,Pakistan,PK,PK,,30.0,70.0,PK,1,China,CH,CH,,35.0,105.0,CH,2023-04-11 14:00:00,https://www.ucanews.com/news/cambodia-deports-19-japanese-for-running-online-scams/100950,8a64639f-dbd5-43fc-bf8a-17d9f79713d7,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968026,20220411,202204,2022,2022.2767,IND,DELHI,IND,,,,,,,,INDGOVAGR,SHARAD PAWAR,IND,,,,,GOV,AGR,,0,43,43,4,1,2.8,6,1,6,2.09205020920502,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,2023-04-11 14:00:00,https://www.outlookindia.com/national/nitish-kumar-leaves-for-delhi-may-meet-non-bjp-leaders-news-277668,aa7e4e3e-a601-476a-b9e4-f84d3d7e672e,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968027,20220411,202204,2022,2022.2767,INDGOVAGR,SHARAD PAWAR,IND,,,,,GOV,AGR,,,,,,,,,,,,0,43,43,4,1,2.8,4,1,4,2.09205020920502,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,2023-04-11 14:00:00,https://www.outlookindia.com/national/nitish-kumar-leaves-for-delhi-may-meet-non-bjp-leaders-news-277668,0a51e571-820d-406b-984e-6082ba0e6515,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968028,20220411,202204,2022,2022.2767,INDGOVAGR,SHARAD PAWAR,IND,,,,,GOV,AGR,,IND,DELHI,IND,,,,,,,,0,42,42,4,1,1.9,6,1,6,2.09205020920502,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,2023-04-11 14:00:00,https://www.outlookindia.com/national/nitish-kumar-leaves-for-delhi-may-meet-non-bjp-leaders-news-277668,5cb26b74-9995-455f-97af-7e43ee3b1a6c,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968032,20220411,202204,2022,2022.2767,JEWREL,JEWISH,,,,JEW,,,,,REL,WORSHIPER,,,,,,,,,0,42,42,4,1,1.9,1,1,1,-1.48849797023004,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2023-04-11 14:00:00,https://www.jpost.com/opinion/article-738976,4d5dee90-d7b9-488c-9de0-403ec55722af,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968036,20220411,202204,2022,2022.2767,PAK,PAKISTAN,PAK,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,130,130,13,3,-4.4,2,1,2,-11.0105580693816,1,Pakistan,PK,PK,,30.0,70.0,PK,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,2023-04-11 14:00:00,https://www.ucanews.com/news/cambodia-deports-19-japanese-for-running-online-scams/100950,e4f6f4a6-f641-4cf8-a232-3aca9348a3b8,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968037,20220411,202204,2022,2022.2767,THA,THAILAND,THA,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,130,130,13,3,-4.4,2,1,2,-11.0105580693816,1,Thailand,TH,TH,,15.0,100.0,TH,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,2023-04-11 14:00:00,https://www.ucanews.com/news/cambodia-deports-19-japanese-for-running-online-scams/100950,e5e7cc3c-85d5-44d1-a798-a7efbbbd9b1c,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968038,20220411,202204,2022,2022.2767,USA,NEW YORK,USA,,,,,,,,,,,,,,,,,,0,51,51,5,1,3.4,5,1,5,-1.40105078809107,5,"Offaly, Offaly, Ireland",EI,EI23,18302,53.25,-7.5,-1504948,0,,,,,,,,5,"Offaly, Offaly, Ireland",EI,EI23,18302,53.25,-7.5,-1504948,2023-04-11 14:00:00,https://www.irishamerica.com/2003/02/the-church-on-the-irish-ridge/,94345163-9d37-4208-86be-94e385e2c966,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968039,20220411,202204,2022,2022.2767,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,51,51,5,1,3.4,2,1,2,-1.40105078809107,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2023-04-11 14:00:00,https://www.irishamerica.com/2003/02/the-church-on-the-irish-ridge/,c7ab843a-0c49-4c7e-89a3-53779a8a1e0f,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968041,20220411,202204,2022,2022.2767,USA,HAWAII,USA,,,,,,,,,,,,,,,,,,0,173,173,17,4,-5.0,3,1,3,-7.66961651917404,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,0,,,,,,,,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,2023-04-11 14:00:00,https://www.staradvertiser.com/2023/04/11/editorial/our-view/editorial-corrections-needs-systemic-reforms/,44d32ade-ba3e-4f9d-8309-78c47c54c49b,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968042,20220411,202204,2022,2022.2767,USA,UNITED STATES,USA,,,,,,,,BUS,BANK,,,,,,BUS,,,0,10,10,1,1,0.0,4,1,4,-0.68027210884354,3,"Franklin County, Pennsylvania, United States",US,USPA,PA055,40.2504,-77.6664,1213670,3,"Franklin County, Pennsylvania, United States",US,USPA,,40.2504,-77.6664,1213670,3,"Franklin County, Pennsylvania, United States",US,USPA,,40.2504,-77.6664,1213670,2023-04-11 14:00:00,https://www.inquirer.com/politics/clout/sheriff-rochelle-bilal-party-public-money-chickies-petes-20230203.html,c2bb9030-9fd1-482a-9a2f-47f01e5963b4,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968044,20220411,202204,2022,2022.2767,VNM,VIETNAM,VNM,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,130,130,13,3,-4.4,2,1,2,-11.0105580693816,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,2023-04-11 14:00:00,https://www.ucanews.com/news/cambodia-deports-19-japanese-for-running-online-scams/100950,6255e0c1-46bd-4551-871d-91ccb9489e10,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968045,20230312,202303,2023,2023.1973,,,,,,,,,,,BRA,BRAZIL,BRA,,,,,,,,1,43,43,4,1,2.8,4,1,4,3.22003577817531,0,,,,,,,,1,Brazil,BR,BR,,-10.0,-55.0,BR,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2023-04-11 14:00:00,https://www.monstersandcritics.com/celebrity/alessandra-ambrosio-shares-what-shes-doing-these-days/,d204d1e3-11b4-4ead-9a76-14d2a5b6a9b0,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968050,20230312,202303,2023,2023.1973,,,,,,,,,,,PAK,PAKISTAN,PAK,,,,,,,,1,46,46,4,1,7.0,2,1,2,-7.27272727272727,0,,,,,,,,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,72809,33.9167,76.6667,-2098229,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,72809,33.9167,76.6667,-2098229,2023-04-11 14:00:00,https://www.thenationalnews.com/world/2023/04/11/pakistan-condemns-indias-decision-to-hold-g20-meetings-in-kashmir/,0f68e205-989b-4bef-a56a-b1506324df93,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968051,20230312,202303,2023,2023.1973,,,,,,,,,,,PAK,PAKISTAN,PAK,,,,,,,,1,46,46,4,1,7.0,6,1,6,-7.27272727272727,0,,,,,,,,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,72809,33.9167,76.6667,-2098229,2023-04-11 14:00:00,https://www.thenationalnews.com/world/2023/04/11/pakistan-condemns-indias-decision-to-hold-g20-meetings-in-kashmir/,b67f3ccd-184c-438d-a7e0-b06165cd9f7b,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968052,20230312,202303,2023,2023.1973,BRA,BRAZIL,BRA,,,,,,,,,,,,,,,,,,1,42,42,4,1,1.9,4,1,4,3.22003577817531,1,Brazil,BR,BR,,-10.0,-55.0,BR,0,,,,,,,,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2023-04-11 14:00:00,https://www.monstersandcritics.com/celebrity/alessandra-ambrosio-shares-what-shes-doing-these-days/,ba6f8edf-e48c-492f-906f-635e7484f88c,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968054,20230312,202303,2023,2023.1973,BUS,BANK,,,,,,BUS,,,,,,,,,,,,,1,71,71,7,2,7.4,5,1,5,-2.5830258302583,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,0,,,,,,,,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,2023-04-11 14:00:00,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-334-10397281.html,3ca0884c-d930-4250-bc18-db66cce59003,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968055,20230312,202303,2023,2023.1973,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,1,10,10,1,1,0.0,2,1,2,-1.0752688172043,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2023-04-11 14:00:00,https://www.msn.com/en-ca/news/canada/board-ceo-of-pierre-elliott-trudeau-foundation-steps-down/ar-AA19IIUm,0845f73e-4a44-4eef-866f-9b9ad9c29357,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968056,20230312,202303,2023,2023.1973,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,1,10,10,1,1,0.0,2,1,2,-1.0752688172043,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,0,,,,,,,,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,2023-04-11 14:00:00,https://www.msn.com/en-ca/news/canada/board-ceo-of-pierre-elliott-trudeau-foundation-steps-down/ar-AA19IIUm,4a937789-b3aa-46f3-89ae-8c3e20d1e160,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968059,20230312,202303,2023,2023.1973,CRM,CRIMINAL,,,,,,CRM,,,IND,KERALA,IND,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-1.58730158730159,5,"Kerala, Kerala, India",IN,IN13,17699,10.0,76.5,-2100307,5,"Kerala, Kerala, India",IN,IN13,17699,10.0,76.5,-2100307,5,"Kerala, Kerala, India",IN,IN13,17699,10.0,76.5,-2100307,2023-04-11 14:00:00,https://www.dnaindia.com/india/report-mp-is-just-a-tag-bjp-cannot-stop-me-from-representing-people-of-wayanad-rahul-gandhi-3035716,b3e43c27-df51-4fba-a7d0-21a3a6bf5600,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968060,20230312,202303,2023,2023.1973,GOV,AUTHORITIES,,,,,,GOV,,,AFR,AFRICA,AFR,,,,,,,,1,80,80,8,2,5.0,4,1,4,-5.9190031152648,4,"Mangaung, Limpopo, South Africa",SF,SF09,77355,-24.6657,30.1493,-1256770,4,"Mangaung, Limpopo, South Africa",SF,SF09,77355,-24.6657,30.1493,-1256770,4,"Mangaung, Limpopo, South Africa",SF,SF09,77355,-24.6657,30.1493,-1256770,2023-04-11 14:00:00,https://www.news24.com/news24/southafrica/news/dr-nandipha-magudumanas-dad-former-g4s-employee-in-court-for-aiding-abetting-thabo-bester-escape-20230411,f0fdb27b-abf0-4243-9409-aefb25e7b60c,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968061,20230312,202303,2023,2023.1973,GOV,AUTHORITIES,,,,,,GOV,,,COP,PRISON,,,,,,COP,,,1,80,80,8,2,5.0,6,1,6,-5.9190031152648,4,"Port Edward, KwaZulu-Natal, South Africa",SF,SF02,77329,-31.0507,30.228,-1273444,4,"Port Edward, KwaZulu-Natal, South Africa",SF,SF02,77329,-31.0507,30.228,-1273444,4,"Port Edward, KwaZulu-Natal, South Africa",SF,SF02,77329,-31.0507,30.228,-1273444,2023-04-11 14:00:00,https://www.news24.com/news24/southafrica/news/dr-nandipha-magudumanas-dad-former-g4s-employee-in-court-for-aiding-abetting-thabo-bester-escape-20230411,91239211-0072-4b55-9efd-5faac3aa2f39,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968065,20230312,202303,2023,2023.1973,ISR,ISRAELI,ISR,,,,,,,,POL,POLISH,POL,,,,,,,,0,40,40,4,1,1.0,1,1,1,-5.04201680672269,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21.0,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21.0,-534433,2023-04-11 14:00:00,https://www.jewishexponent.com/2023/04/11/yad-vashem-denounces-polands-demanded-additions-to-israeli-student-trips-as-inappropriate/,8121e0aa-7b02-4074-9a96-74b682bb8800,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968066,20230312,202303,2023,2023.1973,ISR,ISRAELI,ISR,,,,,,,,POL,POLISH,POL,,,,,,,,0,40,40,4,1,1.0,1,1,1,-5.04201680672269,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2023-04-11 14:00:00,https://www.jewishexponent.com/2023/04/11/yad-vashem-denounces-polands-demanded-additions-to-israeli-student-trips-as-inappropriate/,946afb53-3c6d-47a1-a864-0140d33ddebe,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968067,20230312,202303,2023,2023.1973,ISRGOV,ISRAELI,ISR,,,,,GOV,,,POL,POLISH,POL,,,,,,,,0,40,40,4,1,1.0,6,1,6,-5.04201680672269,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21.0,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21.0,-534433,2023-04-11 14:00:00,https://www.jewishexponent.com/2023/04/11/yad-vashem-denounces-polands-demanded-additions-to-israeli-student-trips-as-inappropriate/,2048f3b6-8975-48b8-a4c9-beddc7a79cde,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968068,20230312,202303,2023,2023.1973,LEG,LAWMAKER,,,,,,LEG,,,USA,NASHVILLE,USA,,,,,,,,1,193,193,19,4,-10.0,1,1,1,-5.6203605514316,3,"Nashville, Tennessee, United States",US,USTN,TN037,36.1659,-86.7844,1652484,3,"Nashville, Tennessee, United States",US,USTN,TN037,36.1659,-86.7844,1652484,3,"Nashville, Tennessee, United States",US,USTN,TN037,36.1659,-86.7844,1652484,2023-04-11 14:00:00,https://www.cbsnews.com/news/justin-jones-who-is-expelled-reinstated-tennessee-house-of-representatives-democrat-mass-shooting-protests/,4b5fb720-3e78-4c73-b3ec-062de3b96cfc,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968072,20230312,202303,2023,2023.1973,OPP,PROTESTER,,,,,,OPP,,,USAEDU,NASHVILLE,USA,,,,,EDU,,,1,193,193,19,4,-10.0,6,1,6,-5.6203605514316,3,"Nashville, Tennessee, United States",US,USTN,TN037,36.1659,-86.7844,1652484,3,"Nashville, Tennessee, United States",US,USTN,TN037,36.1659,-86.7844,1652484,3,"Nashville, Tennessee, United States",US,USTN,TN037,36.1659,-86.7844,1652484,2023-04-11 14:00:00,https://www.cbsnews.com/news/justin-jones-who-is-expelled-reinstated-tennessee-house-of-representatives-democrat-mass-shooting-protests/,55bdd64f-c8e3-4050-a70e-5e0440c4440d,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968073,20230312,202303,2023,2023.1973,PAK,PAKISTAN,PAK,,,,,,,,,,,,,,,,,,1,40,40,4,1,1.0,2,1,2,-7.27272727272727,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,72809,33.9167,76.6667,-2098229,0,,,,,,,,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,72809,33.9167,76.6667,-2098229,2023-04-11 14:00:00,https://www.thenationalnews.com/world/2023/04/11/pakistan-condemns-indias-decision-to-hold-g20-meetings-in-kashmir/,2ec09bd3-fabb-4e4a-a13d-0083368b2852,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968075,20230312,202303,2023,2023.1973,PAK,PAKISTAN,PAK,,,,,,,,,,,,,,,,,,1,40,40,4,1,1.0,1,1,1,-1.85950413223141,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,0,,,,,,,,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,2023-04-11 14:00:00,https://www.geo.tv/latest/481565-afghan-soil-still-being-used-by-ttp-for-attacks-on-pakistan-defence-minister,64c45e7c-9a66-4b8d-b64b-57d169d00bbc,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968078,20230312,202303,2023,2023.1973,PAK,PAKISTAN,PAK,,,,,,,,,,,,,,,,,,1,46,46,4,1,7.0,6,1,6,-7.27272727272727,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,0,,,,,,,,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,72809,33.9167,76.6667,-2098229,2023-04-11 14:00:00,https://www.thenationalnews.com/world/2023/04/11/pakistan-condemns-indias-decision-to-hold-g20-meetings-in-kashmir/,e23cf128-3895-41f8-8bcc-048cddc14185,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968081,20230312,202303,2023,2023.1973,POL,POLISH,POL,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,40,40,4,1,1.0,1,1,1,-5.04201680672269,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21.0,-534433,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21.0,-534433,2023-04-11 14:00:00,https://www.jewishexponent.com/2023/04/11/yad-vashem-denounces-polands-demanded-additions-to-israeli-student-trips-as-inappropriate/,c3a1c841-08e1-4280-b7aa-fdc1923b0d71,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968082,20230312,202303,2023,2023.1973,POL,POLISH,POL,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,40,40,4,1,1.0,1,1,1,-5.04201680672269,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2023-04-11 14:00:00,https://www.jewishexponent.com/2023/04/11/yad-vashem-denounces-polands-demanded-additions-to-israeli-student-trips-as-inappropriate/,c039b4e8-8a0b-4ce8-a85a-98632dcdfefc,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968085,20230312,202303,2023,2023.1973,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,20,20,2,1,3.0,2,1,2,-0.49792531120332,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,0,,,,,,,,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,2023-04-11 14:00:00,https://www.inquirer.com/news/rochelle-bilal-philadelphia-sheriff-budget-funding-raise-20230411.html,9483a8b8-cc33-4ac2-8e2f-3c387bd7f358,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968087,20230312,202303,2023,2023.1973,USA,UNITED STATES,USA,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-5.09915014164306,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,2023-04-11 14:00:00,https://www.jpost.com/breaking-news/article-738953,d154e57a-173e-4aa0-a7b6-835e8176f484,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
1094968094,20230404,202304,2023,2023.2575,COP,POLICE,,,,,,COP,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,10,1,10,-3.96600566572238,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,2023-04-11 14:00:00,https://www.jpost.com/israel-news/article-738963,c6da2353-07c2-4085-a065-04ae7cf0c11d,http://data.gdeltproject.org/gdeltv2/lastupdate.txt,PAI,gdelt,2023-04-11,12,2024-04-05,,,
